ASSETS19,ASSORG19,BHC19,BHCFOR19,REAL1419,ORDER,OCC19,SEQINS,CERT19,SID,TAX_ID19,CODE19,LEI,STATER19,NAME19,PLACE19,CODE17,HMPRID,SYD,RSSD19,RSSDP19,RSSDHH19,ORG19,ENTITY19,THC19,CHARTR19,INSURE19,THRIFT19,NCUA19,STATE19,MINBNK19,COUNTY19,TYPE19,NAMEOR19,FOREOR19,NAMES19,FORE19,NAMER19,TAXIDR19,LEIR19,LAR19,CRA19,FHLB19,FHFBID19,PARENT19,OLC19,ASSETL19,PURC19,PURCD19,ORIG19,HIELG19,HIRAT19,ORIGM19,HIELGM19,HIRATM19,ORIGD19,ORIGDM19,APPL19,APPLD19,APPLM19,APPLDM19
1149915,1149915,0, ,239708,19844,0,19844,0, ,87-0127320,5,549300HS714PZ0BMPN11,49,CYPRUS FEDERAL CREDIT UNION,WEST JORDAN,5,0000024688, ,347590,0,0,-347590,347590, ,330,3,0,24688,49,0,35,30,CYPRUS FCU,FCU,CYPRUS FCU,FCU,CYPRUS FCU,87-0127320,0,1286,0,8,55213, ,0,975964,0,0,889,889,62,175,175,15,181220,37875,1286,270775,275,60674
9348808,9348808,0, ,2873698,19845,0,19845,0, ,87-0172956,5,5493006S869XKIESMV41,49,MOUNTAIN AMERICA,SANDY,5,0000024692, ,611198,0,0,-611198,611198, ,330,3,0,24692,49,0,35,30,MOUNTAIN AMER FCU,FCU,MOUNTAIN AMER FCU,FCU,MOUNTAIN AMER FCU,87-0172956,0,25008,0,8,14759, ,0,8212199,2,92107093,13759,13707,429,1952,1952,80,2070940,283263,25006,3657555,4255,565918
1742042,1742042,0, ,459601,19846,0,19846,0, ,87-0214471,5,549300BDHZAV4ZQHQV19,49,GOLDENWEST,OGDEN,5,0000024693, ,656694,0,0,-656694,656694, ,330,3,0,24693,49,0,57,30,GOLDENWEST FCU,FCU,GOLDENWEST FCU,FCU,GOLDENWEST FCU,87-0214471,0,5468,0,8,11040, ,0,1553617,0,0,3046,3042,43,315,315,7,509903,48395,5468,953548,755,124719
11712644,11712644,0, ,1311382,19847,0,19847,0, ,87-0216202,5,5493007I0X1GRWIU8B34,49,AMERICA FIRST,RIVERDALE,5,0000024694, ,277697,0,0,-277697,277697, ,330,3,0,24694,49,0,57,30,AMERICA FIRST FCU,FCU,AMERICA FIRST FCU,FCU,AMERICA FIRST FCU,87-0216202,0,24752,0,8,54562, ,0,10322441,0,0,15537,15526,2663,2852,2852,600,1679708,283022,24752,2884078,5214,557059
291677,291677,0, ,90537,19848,0,19848,0, ,87-0238380,5,549300DBE56TS8LE1K36,49,JORDAN FEDERAL CREDIT UNION,SANDY,5,0000024698, ,308498,0,0,-308498,308498, ,330,3,0,24698,49,0,35,30,JORDAN FCU,FCU,JORDAN FCU,FCU,JORDAN FCU,87-0238380,0,66,0,8,53982, ,0,281366,0,0,64,64,0,64,64,0,13177,13177,66,13393,66,13393
719555,719555,0, ,148638,19849,0,19849,0, ,59-6143861,5,254900N33AYNKI4VCV72,12,GULF WINDS CREDIT UNION,PENSACOLA,5,0000024702, ,613697,0,0,-613697,613697, ,330,3,0,68694,12,0,33,30,GULF WINDS FCU,SCU,GULF WINDS FCU,SCU,GULF WINDS CU,59-6143861,0,665,0,4,56291, ,0,659792,0,0,343,343,3,33,33,0,37582,3869,665,75927,84,9383
355619,355619,0, ,29096,19850,0,19850,0, ,59-0626681,5,549300KEN9618A3NSC95,12,RAILROAD & INDUSTRIAL,TAMPA,5,0000024703, ,49072,0,0,-49072,49072, ,330,3,0,24703,12,0,57,30,RAILROAD & IND FCU,FCU,RAILROAD & IND FCU,FCU,RAILROAD & IND FCU,59-0626681,0,75,0,0,0, ,0,327941,0,0,45,45,3,9,9,0,9199,2223,75,14018,18,3340
712986,712986,0, ,176958,19851,0,19851,0, ,87-0229235,5,254900FFZUXK3B729T97,49,DESERET FIRST CREDIT UNION,WEST VALLEY CITY,5,0000024708, ,467890,0,0,-467890,467890, ,330,3,0,24708,49,0,35,30,DESERET FIRST FCU,FCU,DESERET FIRST FCU,FCU,DESERET FIRST FCU,87-0229235,0,1203,0,8,15438, ,0,694519,0,0,878,878,101,193,193,23,103132,18734,1203,135917,268,24879
997441,997441,0, ,322009,19853,0,19853,0, ,23-2403099,5,549300JNYMHRVCGKK706,42,FREEDOM CREDIT UNION,PHILADELPHIA,5,0000060275, ,511793,0,0,-511793,511793, ,330,3,0,60275,42,0,17,30,FREEDOM CU,SCU,FREEDOM CU,SCU,FREEDOM CU,23-2403099,0,1211,0,0,0, ,0,888255,0,0,771,771,2,257,257,2,76922,21433,1211,156472,439,48257
106263,106263,0, ,21290,19854,0,19854,0, ,44-0666515,5,549300IGNOIAXDMNRD90,29,CENTRAL MISSOURI COMMUNITY CRE,WARRENSBURG,5,0000060383, ,151199,0,0,-151199,151199, ,330,3,0,60383,29,0,101,30,CENTRAL MO CMNTY CU,SCU,CENTRAL MO CMNTY CU,SCU,CENTRAL MO CMNTY CU,44-0666515,0,156,0,0,0, ,0,103481,0,0,46,46,1,3,3,0,3550,162,156,15173,10,972
119757,119757,0, ,12811,19855,0,19855,0, ,41-0738787,5,2549006G3AQ9DK986571,27,ASSOCIATED HEALTHCARE CREDIT U,SAINT PAUL,5,0000060466, ,452896,0,0,-452896,452896, ,330,3,0,60466,27,0,123,30,ASSOCIATED HEALTHCARE CU,SCU,ASSOCIATED HEALTHCARE CU,SCU,ASSOCIATED HEALTHCARE CU,41-0738787,0,189,0,8,54981, ,0,114150,0,0,122,122,0,18,18,0,6795,737,189,11371,26,1377
135073,135073,0, ,15779,19856,0,19856,0, ,57-0421351,5,549300GB84TJEK0SHQ79,45,MID CAROLINA,LUGOFF,5,0000060735, ,530196,0,0,-530196,530196, ,330,3,0,60735,45,0,55,30,MID CAROLINA CU,SCU,MID CAROLINA CU,SCU,MID CAROLINA CU,57-0421351,0,103,0,4,55252, ,0,131864,0,0,69,69,0,8,8,0,4532,297,103,6022,15,623
134484,134484,0, ,13243,19859,0,19859,0, ,38-1624824,5,549300PV90PV65OLDL82,26,MICHIGAN ONE COMMUNITY CREDIT,IONIA,5,0000062169, ,201393,0,0,-201393,201393, ,330,3,0,62169,26,0,67,30,MICHIGAN ONE CMNTY CU,SCU,MICHIGAN ONE CMNTY CU,SCU,MICHIGAN ONE CMNTY CU,38-1624824,0,123,0,0,0, ,0,119014,0,0,93,93,23,0,0,0,7222,0,123,8129,1,4
175969,175969,0, ,68410,19860,0,19860,0, ,61-6034178,5,549300J2D35S72FE4K21,21,SERVICE ONE,BOWLING GREEN,5,0000062484, ,608899,0,0,-608899,608899, ,330,3,0,62484,21,0,227,30,SERVICE ONE CU,SCU,SERVICE ONE CU,SCU,SERVICE ONE CU,61-6034178,0,160,0,5,54758, ,0,161057,0,0,140,140,1,19,19,0,14775,1789,160,16896,19,1789
111377,111377,0, ,5395,19863,0,19863,0, ,25-1086321,5,549300JLK2AVVQONWA53,42,TENDTO CREDIT UNION,ERIE,5,0000063648, ,755896,0,0,-755896,755896, ,330,3,0,63648,42,0,49,30,TENDTO,SCU,TENDTO,SCU,TENDTO CU,25-1086321,0,71,0,0,0, ,0,107666,0,0,57,57,0,4,4,0,3287,123,71,3955,4,123
117255,117255,0, ,31181,19864,0,19864,0, ,44-0595869,5,254900L4QQHFA6KR4D05,29,CONSERVATION EMPLOYEES CREDIT,JEFFERSON CITY,5,0000064199, ,386692,0,0,-386692,386692, ,330,3,0,64199,29,0,51,30,CONSERVATION EMPL CU,SCU,CONSERVATION EMPL CU,SCU,CONSERVATION EMPL CU,44-0595869,0,27,0,8,55993, ,0,112044,0,0,20,20,0,0,0,0,1808,0,27,2451,0,0
537721,537721,0, ,183005,19865,0,19865,0, ,42-0664060,5,549300BB8TE7SXIUJI50,19,GREATER IOWA CREDIT UNION,AMES,5,0000064203, ,286895,0,0,-286895,286895, ,330,3,0,64203,19,0,169,30,GREATER IA CU,SCU,GREATER IA CU,SCU,GREATER IA CU,42-0664060,0,794,0,8,17677, ,0,456628,0,0,696,696,7,79,79,1,87423,11342,794,97689,93,12823
291947,291947,0, ,88817,19867,0,19867,0, ,95-1786417,5,549300THBFHMP4WJ0323,6,I.L.W.U. CREDIT UNION,LONG BEACH,5,0000064546, ,1875157,0,0,-1875157,1875157, ,330,3,0,24916,6,0,37,30,ILWU CU,FCU,ILWU CU,FCU,ILWU FCU,95-1786417,0,107,0,11,53640, ,0,266081,0,0,76,76,5,30,30,1,31957,11323,107,44271,41,15689
324279,324279,0, ,2195,19868,0,19868,0, ,23-0338105,5,549300UU637N6PFNEE28,42,LEHIGH VALLEY EDUCATORS,ALLENTOWN,5,0000064606, ,909390,0,0,-909390,909390, ,330,3,0,64606,42,0,77,30,LEHIGH VALLEY EDUCATORS CU,SCU,LEHIGH VALLEY EDUCATORS CU,SCU,LEHIGH VALLEY EDUCATORS CU,23-0338105,0,111,0,3,52478, ,0,311642,0,0,96,96,1,6,6,1,6556,318,111,7882,9,796
365974,365974,0, ,90906,19869,0,19869,0, ,25-1113410,5,549300YL0FE99QLVY380,42,ARMCO CREDIT UNION,BUTLER,5,0000065291, ,365398,0,0,-365398,365398, ,330,3,0,65291,42,0,19,30,ARMCO,SCU,ARMCO,SCU,ARMCO CU,25-1113410,0,877,0,0,0, ,0,345893,1,278076320,723,701,22,11,11,1,56230,969,876,69294,14,1079
134170,134170,0, ,18560,19872,0,19872,0, ,85-0154588,5,549300RHV043Z3X1NK23,35,ANIMAS,FARMINGTON,5,0000066142, ,1012390,0,0,-1012390,1012390, ,330,3,0,66142,35,0,45,30,ANIMAS CU,SCU,ANIMAS CU,SCU,ANIMAS CU,85-0154588,0,17,0,0,0, ,0,131766,0,0,14,14,2,7,7,2,1689,500,17,1953,7,500
857609,857609,0, ,397297,19874,0,19874,0, ,39-0827305,5,5493007DIB8YPDM6NR52,55,MARINE,LA CROSSE,5,0000066752, ,209595,0,0,-209595,209595, ,330,3,0,66752,55,0,63,30,MARINE CU,SCU,MARINE CU,SCU,MARINE CU,39-0827305,0,3149,0,7,53779, ,0,753826,0,0,1178,1174,222,190,190,36,115713,17760,3149,326868,412,37076
93690,93690,0, ,32135,19875,0,19875,0, ,04-1046540,5,54930075V56LV2823P16,25,ATHOL CREDIT UNION,ATHOL,5,0000066819, ,428798,0,0,-428798,428798, ,330,3,0,66819,25,0,27,30,ATHOL CU,SCU,ATHOL CU,SCU,ATHOL CU,04-1046540,0,37,0,1,16528, ,0,95457,0,0,10,10,0,0,0,0,1958,0,37,5510,2,218
301375,301375,0, ,79622,19877,0,19877,0, ,54-6039972,5,549300VA7HOYYKO7DN28,51,DOMINION ENERGY CREDIT UNION,RICHMOND,5,0000066973, ,244998,0,0,-244998,244998, ,330,3,0,66973,51,0,41,30,DOMINION CU,SCU,DOMINION CU,SCU,DOMINION ENERGY CU,54-6039972,0,186,0,4,55240, ,0,300181,0,0,133,133,0,23,23,0,21987,3034,186,32067,36,5032
278059,278059,0, ,75370,19881,0,19881,0, ,75-0693720,5,549300VG0KDMI6ULUX54,48,EDUCATION CREDIT UNION,AMARILLO,5,0000067494, ,647094,0,0,-647094,647094, ,330,3,0,67494,48,0,381,30,EDUCATION CU,SCU,EDUCATION CU,SCU,EDUCATION CU,75-0693720,0,364,0,9,54795, ,0,258385,0,0,197,197,0,62,62,0,19801,6106,364,41422,131,14222
114192,114192,0, ,55790,19882,0,19882,0, ,75-0905956,5,254900D4M439MIWMBX82,48,COOPERATIVE TEACHERS CREDIT UN,TYLER,5,0000067576, ,770693,0,0,-770693,770693, ,330,3,0,67576,48,0,423,30,COOPERATIVE TEACHERS CU,SCU,COOPERATIVE TEACHERS CU,SCU,COOPERATIVE TEACHERS CU,75-0905956,0,67,0,9,55505, ,0,114878,0,0,36,36,15,10,10,2,5692,1095,67,9872,15,1554
208018,208018,0, ,47761,19885,0,19885,0, ,43-1044975,5,549300Y4GAAGXS20SL80,29,MISSOURI ELECTRIC COOPERATIVES,JEFFERSON CITY,5,0000067739, ,281498,0,0,-281498,281498, ,330,3,0,67739,29,0,51,30,MISSOURI ELECT CO-OP CU,SCU,MISSOURI ELECT CO-OP CU,SCU,MISSOURI ELECT CO-OP CU, ,0,242,0,8,55130, ,0,182504,0,0,144,144,0,2,2,0,24859,195,242,42327,4,692
840265,840265,0, ,270848,19889,0,19889,0, ,91-0565155,5,54930007KK7ZS3IJVC25,53,RED CANOE CREDIT UNION,LONGVIEW,5,0000068196, ,90999,0,0,-90999,90999, ,330,3,0,68196,53,0,15,30,RED CANOE CU,SCU,RED CANOE CU,SCU,RED CANOE CU,91-0565155,0,515,0,8,53792, ,0,776294,0,0,278,271,30,22,22,2,38756,2762,515,73766,62,9085
99384,99384,0, ,16460,19890,0,19890,0, ,35-6032041,5,549300ZVE7XVH8GM5H22,18,MEMBERS ADVANTAGE CREDIT UNION,MICHIGAN CITY,5,0000068242, ,1013089,0,0,-1013089,1013089, ,330,3,0,68242,18,0,91,30,MEMBERS ADVANTAGE CU,SCU,MEMBERS ADVANTAGE CU,SCU,MEMBERS ADVANTAGE CU,35-6032041,0,72,0,6,52965, ,0,94144,0,0,47,47,0,4,4,0,2335,255,72,3517,6,315
94668,94668,0, ,12460,19891,0,19891,0, ,84-0409862,5,254900IHJQNZRJTYR206,8,PIKES PEAK CREDIT UNION,COLORADO SPRINGS,5,0000068266, ,354981,0,0,-354981,354981, ,330,3,0,68266,8,0,41,30,PIKES PEAK CU,SCU,PIKES PEAK CU,SCU,PIKES PEAK CU,84-0409862,0,32,0,0,0, ,0,89495,0,0,32,32,4,3,3,0,3182,510,32,3182,3,510
1092445,1092445,0, ,461592,19894,0,19894,0, ,15-0574036,5,549300ZZIAVB1U6Z4S78,36,CFCU COMMUNITY CREDIT UNION,ITHACA,5,0000068322, ,272281,0,0,-272281,272281, ,330,3,0,68322,36,0,109,30,CFCU CMNTY CU,SCU,CFCU CMNTY CU,SCU,CFCU CMNTY CU,15-0574036,0,595,0,2,52294, ,0,1062789,0,0,532,517,5,38,38,0,81538,6643,595,88661,39,6793
128364,128364,0, ,69557,19895,0,19895,0, ,01-0203515,5,254900PZD34K8KYJD223,23,SACO VALLEY CREDIT UNION,SACO,5,0000068324, ,978770,0,0,-978770,978770, ,330,3,0,68324,23,0,31,30,SACO CU,SCU,SACO CU,SCU,SACO CU,01-0203515,0,123,0,1,55345, ,0,118060,0,0,100,100,4,2,2,0,19892,518,123,24331,3,748
127232,127232,0, ,8601,19896,0,19896,0, ,95-1652773,5,54930040PPD1PTCFI313,6,FIRST IMPERIAL CREDIT UNION,EL CENTRO,5,0000068356, ,222875,0,0,-222875,222875, ,330,3,0,68356,6,0,25,30,FIRST IMPERIAL CU,SCU,FIRST IMPERIAL CU,SCU,FIRST IMPERIAL CU,95-1652773,0,4,0,0,0, ,0,122480,0,0,0,0,0,0,0,0,0,0,4,763,3,621
309622,309622,0, ,61286,19897,0,19897,0, ,82-0219844,5,549300VEMK0LXVCRZM49,16,EAST IDAHO CREDIT UNION,IDAHO FALLS,5,0000068376, ,929071,0,0,-929071,929071, ,330,3,0,68376,16,0,19,30,EAST ID CU,SCU,EAST ID CU,SCU,EAST ID CU,82-0219844,0,130,0,8,52888, ,0,292276,0,0,100,100,4,12,12,2,14745,1416,130,19704,17,2016
83286,83286,0, ,20346,19908,0,19908,0, ,75-3103689,5,549300HQL7U3JZ4LCJ17,9,"MORTGAGE MARKETS CUSO, LLC",EAST HARTFORD,5,75-3103689, ,3868993,0,0,-687278,687278, ,330,3,0,68662,9,0,3,31,FINEX,SCU,FINEX,SCU,MORTGAGE MARKETS CUSO,75-3103689,0,242,0,0,0, ,3,0,0,0,210,210,3,35,35,0,44500,6416,242,50820,44,8494
 , , , , ,19911, ,19911, , ,01-0464609,7,549300IGSWBIHAL67063,23,"RESIDENTIAL MORTGAGE SERVICES,",AUGUSTA,7,01-0464609, ,3868779,0,0,39911,0, ,510,0, , , , , ,40,RESIDENTIAL MORTGAGE SERVICES,IMB, ,IMB,RESIDENTIAL MTG SVC,01-0464609,0,24064,0,0,0, ,3,0,5,140437715,18952,18952,1325,2846,2846,266,4894788,789212,24059,6186408,3749,1030244
 , , , , ,19935, ,19935, , ,88-0354299,7,254900FSIRD1E5MR0U30,32,RMS & ASSOCIATES,LAS VEGAS,7,1047300008, ,3877016,0,0,39935,0, ,510,0, , , , , ,40,RMS & ASSOCIATES,IMB, ,IMB,RMS & ASSC,88-0354299,0,638,0,0,0, ,3,0,0,0,602,602,178,402,402,148,145265,90349,638,153841,423,95035
 , , , , ,19952, ,19952, , ,63-1205520,7,5493006VSECR4GWFB307,1,HOME POINT MORTGAGE ACCEPTANCE,MADISON,7,1252000009, ,3914135,0,0,39952,0, ,510,0, , , , , ,40,HOME POINT MORTGAGE ACCEPTANCE,IMB, ,IMB,PLATINUM MTG,63-1205520,0,2718,0,0,0, ,3,0,0,0,2157,2157,169,383,383,50,431740,77212,2718,541231,509,102632
 , , , , ,19964, ,19964, ,400,13-6131491,7,549300J7XKT2BI5WX213,10,"CALIBER HOME LOANS, INC.",WILMINGTON,7,13-6131491, ,3871519,0,0,39964,0, ,510,0, , , , , ,40,CALIBER HOME LOANS INC,IMB, ,IMB,CIT GRP/SALES FIN,13-6131491,0,282102,0,0,0, ,3,0,78624,163018912,136046,136046,14523,38864,38864,5576,40691296,11707644,203478,60113987,60915,18043450
 , , , , ,19987, ,19987, , ,04-3483190,7,549300GCEUZLVML1J263,25,RADIUS FINANCIAL GROUP INC.,NORWELL,7,1517600004, ,3868582,0,0,39987,0, ,510,0, , , , , ,40,RADIUS FINANCIAL GROUP INC,IMB, ,IMB,RADIUS FNCL GRP,04-3483190,0,3194,0,0,0, ,3,0,0,0,2304,2304,223,385,385,43,715915,118314,3194,999549,566,174947
 , , , , ,20020, ,20020, , ,11-3578006,7,5493005XCKCOIX4JMI33,36,RESIDENTIAL HOME FUNDING CORP.,WHITE PLAINS,7,1768800000, ,3872495,0,0,40020,0, ,510,0, , , , , ,40,RESIDENTIAL HOME FUNDING CORP.,IMB, ,IMB,RESIDENTIAL HOME FUNDING CORP,11-3578006,0,2746,0,0,0, ,3,0,0,0,1761,1760,399,672,672,225,495317,195010,2746,780215,1159,334604
 , , , , ,20050, ,20050, ,304,20-0013136,7,5493005LX4EJUYP1G119,10,"PRIVATE MORTGAGE ADVISORS, LLC",WILMINGTON,7,20-0013136,544,3283822,0,0,10544,0, ,510,0, , , , , ,40,STEARNS LENDING,IMB, ,IMB,PRIVATE MTG ADVIS LLC,20-0013136,0,340,0,0,0, ,3,0,0,0,253,253,2,80,80,2,160024,51803,340,228371,106,69350
 , , , , ,20115, ,20115, , ,61-1445782,7,254900K3H3XMRQNU9F32,51,"OVM FINANCIAL, INC.",NORFOLK,7,2140700008, ,3883062,0,0,40115,0, ,510,0, , , , , ,40,"OVM FINANCIAL, INC.",IMB, ,IMB,VIRGINIA MORTGAGE INC,61-1445782,0,4137,0,0,0, ,3,0,0,0,3461,3461,506,1211,1211,222,773327,264293,4137,906611,1480,315878
 , , , , ,20124, ,20124, , ,22-3554558,7,5493002B2WMHY23GFK92,34,"AMERICAN FINANCIAL RESOURCES,",PARSIPPANY-TROY HILLS,7,22-3554558, ,4184793,0,0,40124,0, ,510,0, , , , , ,40,AMERICAN FINANCIAL RESOURCES I,IMB, ,IMB,AMERICAN FNCL RESRCS,22-3554558,0,13745,0,0,0, ,3,0,1191,76032461,7585,7585,3407,1816,1816,919,1375609,371064,12554,2271879,3166,634763
 , , , , ,20126, ,20126, , ,22-3887207,7,549300SUCQ1358EGVE89,10,"NEW DAY FINANCIAL, LLC",DOVER,7,22-3887207, ,3882793,0,0,40126,0, ,510,0, , , , , ,40,NEWDAY FINANCIAL LLC DBA NEWDA,IMB, ,IMB,NEW DAY FINANCIAL LLC,22-3887207,0,84317,0,0,0, ,3,0,3,267034423,10647,10647,1036,2942,2942,299,2448629,708740,84314,20513488,25853,6608279
 , , , , ,20158, ,20158, , ,36-4489176,7,549300UKYJZO6CZXIX60,17,"UNITED HOME LOANS, INC.",CHICAGO,7,36-4489176, ,4878195,0,0,40158,0, ,510,0, , , , , ,40,UNITED HOME LOANS INC,IMB, ,IMB,UNITED HOME LOANS,36-4489176,0,973,0,0,0, ,3,0,0,0,800,796,14,128,128,4,244815,34149,973,293880,170,45551
 , , , , ,20166, ,20166, , ,41-1956286,7,549300EWFHPBZH38K695,55,"COMPEER FINANCIAL, FLCA",SUN PRAIRIE,7,41-1956286, ,3636110,0,0,40166,0, ,510,0, , , , , ,40,COMPEER FINANCIAL ACA,IMB, ,IMB,COMPEER FNCL FLCA,41-1956286,0,1992,0,0,0, ,3,0,145,113725958,1249,1249,82,29,29,4,270406,6264,1847,407323,48,10273
 , , , , ,20174, ,20174, , ,47-0376012,7,549300HD3IJR9YCUG196,31,FARM CREDIT SERVICES OF AMERIC,OMAHA,7,47-0376012, ,2415578,0,0,40174,0, ,510,0, , , , , ,40,FARM CREDIT SERVICES OF AMERIC,IMB, ,IMB,FARM CR SVCS OF AMER PCA,47-0376012,0,651,0,0,0, ,3,0,0,0,309,304,1,3,3,0,73067,610,651,155398,7,1790
 , , , , ,20178, ,20178, , ,52-2102740,7,549300MCIFZSDHUT8X63,24,"NFM, INC.",LINTHICUM,7,52-2102740, ,3882805,0,0,40178,0, ,510,0, , , , , ,40,"NFM, INC.",IMB, ,IMB,NFM INC,52-2102740,0,15680,0,0,0, ,3,0,0,0,12058,12058,2011,3970,3970,1037,3262749,1031226,15680,4238491,5394,1399451
 , , , , ,20180, ,20180, , ,54-0756781,7,5493002RKLPCGAVLNC16,51,"FARM CREDIT OF THE VIRGINIAS,",STAUNTON,7,54-0756781, ,2404554,0,0,40180,0, ,510,0, , , , , ,40,FARM CREDIT OF THE VIRGINIAS,IMB, ,IMB,FARM CR OF THE VIRGINIAS ACA,54-0756781,0,275,0,0,0, ,3,0,0,0,147,147,87,2,2,1,35694,542,275,65467,4,1377
 , , , , ,20189, ,20189, , ,59-2472569,7,549300BWXVTVB5RRZN58,12,"HOME FINANCING CENTER, INC.",CORAL GABLES,7,59-2472569, ,3915459,0,0,40189,0, ,510,0, , , , , ,40,HOME FINANCING CENTER INC.,IMB, ,IMB,HOME FINANCING CTR,59-2472569,0,293,0,0,0, ,3,0,0,0,277,277,123,242,242,114,75061,64870,293,79306,255,68245
 , , , , ,20209, ,20209, , ,66-0270259,7,549300H8ZDZLHESMY152,72,COOPERATIVA DE AHORRO Y CREDIT,CABO ROJO,7,66-0270259, ,3873344,0,0,40209,0, ,510,0, , , , , ,40,COOPERATIVA A/C CABO ROJO,IMB, ,IMB,COOP DE AHORRO Y CREDITO CR,66-0270259,0,21,0,0,0, ,3,0,0,0,18,18,10,0,0,0,1812,0,21,2358,0,0
 , , , , ,20210, ,20210, , ,66-0271958,7,549300GXIH93QAIAWV16,72,COOPERATIVA DE A/C DE MAUNABO,MAUNABO,7,66-0271958, ,3873353,0,0,40210,0, ,510,0, , , , , ,40,COOPERATIVA A/C MAUNACOOP,IMB, ,IMB,COOP DE AHORR Y CREDIT MAUNABO,66-0271958,0,33,0,0,0, ,3,0,0,0,19,19,1,3,3,0,1540,355,33,2425,9,723
 , , , , ,20214, ,20214, , ,66-0563608,7,549300WLIZIEVZY2IG91,72,"METRO ISLAND MORTGAGE, INC.",SAN JUAN,7,66-0563608, ,3873634,0,0,40214,0, ,510,0, , , , , ,40,METRO ISLAND MORTGAGE,IMB, ,IMB,METRO ISLAND MTG,66-0563608,0,484,0,0,0, ,3,0,0,0,407,407,195,9,9,4,48423,843,484,56840,9,843
 , , , , ,20223, ,20223, , ,72-0506617,7,549300HTRLFU2IIL4380,22,"UNITED BUILT HOMES, L.L.C.",BATON ROUGE,7,72-0506617, ,3917499,0,0,40223,0, ,510,0, , , , , ,40,"UNITED BUILT HOMES, LLC",IMB, ,IMB,UNITED BILT HOMES,72-0506617,0,2151,0,0,0, ,3,0,0,0,424,424,0,127,127,0,88480,26131,2151,430630,880,171350
 , , , , ,20245, ,20245, , ,75-2930700,7,549300TN9GZ5XRCOXX47,48,"CERTIFIED FUNDING, L.P.",DALLAS,7,75-2930700,561,3845837,0,0,40245,0, ,510,0, , , , , ,40,CERTIFIED FUNDING,IMB, ,IMB,CERTIFIED FUND LP,75-2930700,0,1847,0,0,0, ,3,0,0,0,1174,1174,80,272,272,15,109049,23899,1847,171729,470,41701
 , , , , ,20253, ,20253, , ,38-2718800,7,549300YEC4OVVYQB2849,26,"MMS MORTGAGE SERVICES, LTD.",FARMINGTON HILLS,7,7548100004, ,3871854,0,0,40253,0, ,510,0, , , , , ,32,"MMS MORTGAGE SERVICES, LTD.",IMB, ,IMB,MMS MTG SVC,38-2718800,0,358,0,0,0, ,3,0,0,0,286,286,61,24,24,10,41822,3816,358,53186,31,4985
 , , , , ,20266, ,20266, , ,85-0308543,7,5493005DYVXTSXZPZF85,35,WESTSTAR MORTGAGE CORPORATION,ALBUQUERQUE,7,7638200000, ,3850514,0,0,40266,0, ,510,0, , , , , ,40,WESTSTAR MORTGAGE CORPORATION,IMB, ,IMB,WESTSTAR MTG CORP,85-0308543,0,5090,0,0,0, ,3,0,4848,90551293,115,115,16,34,34,7,23966,6458,242,47726,77,12619
 , , , , ,20268, ,20268, , ,35-0901024,7,549300V7S0JJB4LU5J82,18,"WINTERWOOD MORTGAGE GROUP, LLC",GREENWOOD,7,7682400005, ,3871649,0,0,40268,0, ,510,0, , , , , ,40,"WINTERWOOD MORTGAGE GROUP, LLC",IMB, ,IMB,WINTERWOOD MTG GRP,35-0901024,0,290,0,0,0, ,3,0,0,0,162,162,14,26,26,6,31523,4539,290,53208,65,12527
 , , , , ,20269, ,20269, ,386,38-3133176,7,549300IWE0Y507LPF493,26,MORTGAGE 1 INCORPORATED,STERLING HEIGHTS,7,7687600009,386,3871920,0,0,10386,0, ,510,0, , , , , ,40,MORTGAGE 1 	NCORPORATED,IMB, ,IMB,MORTGAGE 1 INC,38-3133176,0,8838,0,0,0, ,3,0,0,0,7091,7089,1538,805,805,307,1228706,128867,8838,1555521,1042,168672
 , , , , ,20297, ,20297, , ,38-3092473,7,549300TK6RZQSFXZHV09,26,"MICHIGAN MUTUAL, INC.",PORT HURON,7,7983500003, ,3871966,0,0,40297,0, ,510,0, , , , , ,40,MICHIGAN MUTUAL INC. DBA MIMUT,IMB, ,IMB,FIRST PREFERRED MTG CO,38-3092473,0,11003,0,0,0, ,3,0,0,0,7267,7267,1223,2029,2029,418,1982922,569181,11003,3025668,3066,854305
 , , , , ,20300, ,20300, , ,68-0382674,7,549300KIOYNU323LVJ37,6,AMERICAN PACIFIC MORTGAGE CORP,SACRAMENTO,7,7992700007, ,3955754,0,0,40300,0, ,510,0, , , , , ,40,AMERICAN PACIFIC MORTGAGE CORP,IMB, ,IMB,AMERICAN PACIFIC MTG,68-0382674,0,31647,0,0,0, ,3,0,19,177527170,24130,24130,2532,7645,7645,1122,8654555,2750898,31628,11326829,10486,3750040
 , , , , ,20314, ,20314, , ,91-2006136,7,549300KDR80I1ELW8D36,53,NORTHWEST FARM CREDIT SERVICES,SPOKANE,7,91-2006136, ,2558943,0,0,40314,0, ,510,0, , , , , ,40,NORTHWEST FARM CREDIT SERVICES,IMB, ,IMB,NORTHWEST FARM CR SVC ACA,91-0268850,0,795,0,0,0, ,3,0,0,0,362,360,18,18,18,1,153373,8671,795,327859,50,22583
